nasal_lavage_n8_2000_log_cfam,clusterID_integrated.harmony,"All-cells"
240202_lav_tcell_n8_2000_log_cfam,clusterID_integrated.harmony,"T-cells"
240202_lav_nonImm_n8_2000_log_cfam,clusterID_integrated.harmony,"Non-immune"
240202_lav_neut_n8_2000_log_cfam,clusterID_integrated.harmony,"Neutrophils"
240202_lav_moMac_n8_2000_log_cfam,clusterID_integrated.harmony,"Mo-mac"
